businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear,description
,成都,成都数联铭品科技有限公司,BBD,150-500人,2018-05-16 11:54:31,高新区,本科,"电子商务,数据服务",[],全职,3845490,4k-8k,不限,"职位描述：

工作职责：1、负责对数据进行深度分析和挖掘，创建大数据分析流程，进行数据探索分析，构建分析模型为优化产品涉及提供数据支持；2、与业务团队紧密沟通和联系，解决部门数据统计和分析需求；3、提供数据变现的方案支持，撰写相应的实施方案文档，包括需求调研、需求分析、方案设计等。 任职资格：、本科及以上学历，计算机、数学、统计等专业；2、熟练使用WORD、EXCEL、SPSS等相关办公软件；3、有数据库MYSQL相关知识储备优先；4、具有极强的学习能力和业务理解能力，良好的沟通和团队合作能力。"""
"['玉林', '小天竺', '跳伞塔']",成都,北京弘合柏基金融信息服务有限责任公司,有利网,500-2000人,2018-05-23 09:59:47,武侯区,本科,金融,"['金融', '高级', '中级', '数据挖掘', 'sas']",全职,4297147,12k-20k,3-5年,"职位描述：

1、与业务团队沟通合作，设计业务分析需求，在有价值的业务场景下考虑并且能为业务团队提供分析方案。
 2、数据项目的相关协调管理工作，保证数据项目能够很好的实施落地。
 3、设计数据的分析模型，指标化分析过程，编写分析文档，并规范清晰的指标描述定义，用以解释模型；在需要深度分析的的时候，能使用合理的工具搭建数学模型。
 4、设计合理的数据产品，使用BI工具来完成产品；推广和实施，将产品介绍给业务的分析团队使用。

 任职要求
 1、大学以上学历，统计学、数学、金融、管理科学、计算机等相关专业；
 2、2年以上数据分析数据挖掘等相关工作经验，会使用BI工具（如Tableau、Congnos等）； 
 3、思维清晰、做事严谨，关心数据并对数据敏感，了解常用企业级数据分析方法，有互联网或者金融行业数据分析经验者更优。
 4、熟练使用Excel、R、Python或其他分析软件工具中的一种或者多种；
 5、熟悉常见数据获取，处理和分析的方法，具备数据分析方案的设计能力。
 6、有一定的数据库基础，熟悉SQL语法，了解常见关系型数据库（如Oracle，MySQL等）。"
,成都,丹露成都网络技术有限公司,丹露成都网络技术有限公司,150-500人,2018-05-23 12:00:06,高新区,大专,"移动互联网,电子商务",[],全职,4568259,3k-5k,1-3年,"职位描述：

工作内容：
 1、协助制作日报、周报、月报、年报以及其他数据报表； 根据数据统计情况进行数据分析，为公司决策提供数据依据；
 2、收集整理公司数据和行业数据，了解行业动态和发展方向；
 3、市场活动费用计算跟踪、方案效果评估；
4、其他所辖部门需求提供的数据；
 5、领导交代的其他工作。
 
岗位职责：
1、大专及以上学历、统计学、经济和计算机等相关专业、一年以上数据工作经验；
2、具备良好的逻辑分析、系统性思维能力及文字表达能力、思维缜密、做事认真严谨、具有较强的学习能力和业务理解能力、良好的沟通和团队合作能力；
3、强烈的责任心、工作细致、有条理、善于学习、具有良好的团队合作精神、能够承担一定的工作压力；
4、精通EXCEL、熟悉R或python及数据可视化软件优先。"
,成都,四川中清科华云联科技有限公司,中清云联,50-150人,2018-05-11 15:39:57,高新区,本科,医疗健康,[],全职,4281078,10k-20k,5-10年,"职位描述：

岗位职责：
1、制定并完善数据管理体系，保证基础数据的准确性、易用性、规范性；
2、负责经营活动的监控跟踪
3、负责对数据进行深度分析和挖掘，规范数据分析流程，构建分析模型为经营管理提供可行性建议；
4、优秀的商业报告撰写能力，能合理、准确的表达商务诉求；
5、与业务团队紧密沟通和联系，能快速理解并提供数据层面的解决方案。
6、根据营运情况统计销售数据，制作相关数据汇总报表。
7、分析营运报告及时处理各项数据统计
任职要求：
1、 统计学、数学或计算机相关专业本科以上学历。
2、 拥有统计学专业知识，有5年及以上数据产品建模及分析工作经验；3、 熟练掌握R/SAS/SPSS等至少一种数据挖掘工具，熟练使用Python等脚本语言；4、 熟悉常用机器学习和数据挖掘算法，包括但不限于决策树，线性回归，系统过滤，支持向量机，神经网络等；5、 对于Spark/Hadoop/HBase/Hive等大数据处理平台具备一定了解，有系统实际操作经验者优先；6、 责任心强、具备优秀的学习能力，能独立分析和解决问题，具有较强的沟通技巧和团队协作能力；"
,成都,北京搜狗科技发展有限公司,搜狗,2000人以上,2018-05-21 17:39:11,高新区,本科,"移动互联网,数据服务",[],全职,4337570,4k-6k,1-3年,"职位描述：

职位诱惑：
平台广阔,超强潜力,优秀团队

职位描述：
【项目介绍】
 搜狗百科作为我们新的创新发力点，充分彰显“智慧”搜索理念，我们有海量互联网数据和深厚技术为基础，我们更有搜狗知立方结构化知识库和语义理解技术为支撑，您以为我们只是为用户提供更直观、更全面的百科知识查询及分享服务？不止如此！我们已向新百科发起挑战，多个创新点彻底颠覆你脑海中的百科全书概念，加入我们，揭秘新百科。【职位诱惑】
平台广阔、超强潜力、优秀团队

【职位描述】
1、负责项目数据的统计，并完成日常统计分析，为业务提供数据支持；
2、制定数据监测体系，负责项目数据的校验，数据库的逻辑查错，数据的核对；

【任职要求】
1、本科及以上学历， 1年以上相关工作经验，数学、统计学、计算机等相关专业优先；
2、精通常用的数据分析方法，具有较强的数据处理能力、分析总结能力，熟练使用专业数据处理软件，有一定的数据挖掘经验者优先；
3、具有较强的沟通能力、细致耐心、抗压能力强，有良好的纪律性和团队合作精神。"
"['玉林', '火车南站', '桐梓林']",成都,杭州东信北邮信息技术有限公司,东信北邮,500-2000人,2018-05-22 11:03:42,武侯区,本科,"移动互联网,其他",[],全职,4351730,5k-10k,1-3年,"职位描述：

岗位职责：
1、利用数据挖掘、统计理论和方法解决实际问题；
2、参与数据挖掘建模、算法设计、优化及开发、文档编写工作。

基本条件：
1、具备较好的沟通能力、适应能力和理解能力；
2、勤奋敬业、主动性和责任心强；
3、熟悉基本的数据分析方法、机器学习算法，熟悉深度学习算法者更优；
4、熟悉R/Python等至少一种数据挖掘工具；
5、良好的文档撰写能力，熟练使用PPT、WORD等OFFICE软件工具；
6、熟悉数据库基本原理及SQL基本操作，有HIVE经验者优先；
7、熟悉通信三大运营商业务及数据的优先。

岗位技能：
要求掌握数据库基本原理及SQL基本操作，掌握机器学习、深度学习算法，熟悉R、python等语言编程，能应用TensorFlow、Keras等开源框架进行神经网络模型构建。"
,成都,成都数联铭品科技有限公司,BBD,150-500人,2018-05-16 11:54:32,高新区,本科,"电子商务,数据服务",[],全职,3865950,4k-7k,不限,"职位描述：

工作职责：参与区域经济/产业经济研究、大数据产品设计需求分析、项目方案设计、数据分析、报告撰写等相关工作。任职资格：1.专业背景为管理学/经济学/数学相关专业其中一种2.工作经验不限，2017、2018应届毕业生可投3.需有有政府、公共事务或商业相关研究项目经验4.有研究/咨询机构工作经验（含实习）尤佳5.熟悉PPT、Word及Excel6.熟悉STATA/Python/R中至少一种数据分析工具;7.较强的学习能力、逻辑分析能力及沟通协调能力。"
"['玉林', '小天竺', '跳伞塔']",成都,北京弘合柏基金融信息服务有限责任公司,有利网,500-2000人,2018-05-23 09:59:47,武侯区,本科,金融,[],全职,3619188,8k-12k,3-5年,"职位描述：

岗位职责：
1. 通过sql查询数据
2. 熟悉并使用三方数据平台进行分析                       3. 准确理解公司各数据源系统数据表结构，熟练使用数据库查询语句处理复杂查询逻辑；
4. 规整产品埋点文档，引导各方查看数据
5. 其他分析工作 
任职资格：

学历本科及以上，计算机、数学、统计、经济、信息相关专业优先；  
具有良好的团队合作精神，较强的沟通能力和理解能力。
3年以上工作经验,有2年的数据分析工作经验；
具备SPSS/R/python分析工具使用经验者优先；
工作承压能力强"
['华阳'],成都,北京创锐文化传媒有限公司,聚美优品,2000人以上,2018-05-22 10:13:52,高新区,本科,电子商务,"['金融', '助理', '实习生', '运营']",全职,3631662,7k-10k,应届毕业生,"职位描述：

岗位职责：
1、负责部门的数据管理和业务分析
2、负责开发报表管理系统和建立业务指标体系
3、对公司的经营过程和业绩进行盈利和投入产出分析和汇报
 
专业要求：
1、全日制本科及以上，财务、金融、统计学及相关专业
2、熟练掌握Office系列办公软件，精通excel的数据处理功能PPT撰写及汇报
3、较强的逻辑思维能力和分析总结能力，出色的沟通和语言表达能力，工作效率高、执行力强
 
薪资范围：
7K-10K
 
我们的福利有：❤❤❤❤❤❤
如果你是参加校园招聘的小伙伴~
我们这里有：免费住宿、定期团建、零食供应、午餐补助、技术培训、1:1导师、完善的晋升途径
我们这里有：年轻活力的团队   自由平等的交流平台
        坚持着敢于突破   敢于创新的企业理念
        成熟的电商平台   未来发展的无限可能
 
在   这   里
我们有最强王者般的大神级导师，带你排位带你飞，一路从青铜到王者！！
法师、坦克、射手、辅助、刺客、战士、寻找最适合你的角色！！给你想要的buff！！
这里是聚美优品~我们等你来！"
"['沙河源', '双水碾', '凤凰山']",成都,重庆云汉网络传媒有限责任公司,重庆云汉网络传媒有限公司,50-150人,2018-05-21 17:05:25,金牛区,硕士,电子商务,[],全职,4216852,8k-15k,不限,"职位描述：

岗位描述：
1. 通过建立数学算法及模型来实现智能推荐、智能补货；
2. 对算法模型持续调优。 

岗位要求：
1. 本科以上学历，3年及以上工作经验；
2. 统计/数学专业、信息/计算机科学专业。有扎实的统计学、高等数学功底者优先；3. 要求两年及以上大数据相关开发经验．有用户画像，智能推荐相关经验者优先；4. 要求具备良好的沟通能力，和学习能力；"
['人民北路'],成都,浙江喜歌实业有限公司,浙江喜歌实业有限公司,2000人以上,2018-05-21 11:29:20,金牛区,大专,"电子商务,其他",[],全职,4403034,10k-12k,1-3年,"职位描述：

1、熟练使用office办公软件
2、熟练掌握orcale、sqlserver、mysql 等数据库操作，
     熟练使用数据分析工具（Python、spss等）。
3、熟悉服装零售行业，掌握实时业态，分析店铺规律，描绘客户画像
4、配合团队人员，一起完成数据分析建模，创建BI报表为公司给市场开拓提供数据支撑。"
['华阳'],成都,成都厚立信息技术有限公司,厚立信息,50-150人,2018-05-23 10:57:27,高新区,本科,"医疗健康,数据服务","['医疗健康', '大数据', '数据挖掘']",全职,4440037,10k-15k,3-5年,"职位描述：

岗位职责：
 1.对医疗数据进行挖掘、分析和统计；
 2.对公司的产品进行设计；
3.对公司现有产品进行完善。

任职资格：
 1.计算机、数学、统计、医学信息工程等相关专业本科及以上学历；
 2.对医院相关数据熟悉；了解HIS、LIS、PACS、DRG、BI等系统；
3.精通相关医院数据库；
4..5年以上工作经验，其中3年以上医疗数据挖掘或分析工作经验；
5.具有良好的沟通、团队协作、计划和创新能力。

 优秀者可面谈！"
,成都,云兴维智（北京）科技有限公司,云兴维智,15-50人,2018-05-21 09:07:00,武侯区,硕士,"数据服务,企业服务",[],全职,4356788,35k-60k,5-10年,"职位描述：

利用数据挖掘、机器学习相关算法，解决产品业务需求；
调研新技术在数据分析领域的应用价值，以技术驱动产品。
具有丰富的机器学习和数据挖掘工作背景，对特征处理、分类、聚类、关联、文本挖掘等算法有深刻认识和实战经验；
熟悉Linux开发环境，熟悉R，python和 SQL 语言；
性格开朗，积极主动，乐于帮助他人，具备团队精神，具备优秀的自我学习和独立思考能力。


云兴维智科技有限公司是一家高科技软件公司，致力于为企业数据中心和在线系统提供新一代高智能运维监控服务软件。公司研发设计高性能，高可靠性，高适用性，可大规模运行的数据系统，并在此基础上引入数据分析和人工智能以提供市场上领先的运维监控功能。 公司是由数位长期在美国硅谷一线互联网高科技公司工作的海归技术专家和在中国的跨国高科技企业从事市场销售的高管合作创立。目前在美国西雅图和中国北京都设有公司。"
"['火车南站', '桂溪']",成都,成都云帆数联科技有限公司,云帆数联,15-50人,2018-05-21 18:40:41,高新区,本科,"移动互联网,数据服务",[],全职,3597014,8k-10k,1-3年,"职位描述：

职位描述：
1. 负责IT项目的需求调研、数据分析、商业分析及数据挖掘建模等工作；2. 根据业务需求，制定用户相关数据的采集策略，设计、建立、测试相关的数据模型，从而实现从数据中提取决策价值，撰写分析报告；并跟踪分析客户业务数据，为客户提供决策支持；3. 研究数据挖掘模型，参与数据挖掘模型的构建、维护、部署和评估工作；4. 完成需求分析、样本抽样、模型构建、指标定义以及相关文档编写；5. 配合售前工作或产品研发团队将分析结果落地实施。

任职资格：
1. 数学、统计学本科及以上学历，硕士学历优先考虑；2. 3年以上互联网、金融行业数据分析、数据挖掘工作经验；3. 熟悉决策树、时间序列模型、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘等数据统计模型和挖掘技术，并有独立完整的建模实践经验；4. 具备大数据的处理能力，熟悉SAS、sql语句编写，熟练操作SAS EM工具；5. 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；能高效的与技术团队进行沟通；6. 良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；7. 对数据驱动业务有深入理解，对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；8. 熟练使用各种办公软件，如excel 、ppt等，能独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，具备良好的商业敏感度和创新意识，快速识别商业问题和机会。"
,成都,贵阳货车帮科技有限公司,货车帮,2000人以上,2018-05-15 00:06:13,高新区,本科,"移动互联网,电子商务","['金融', '大数据', '数据挖掘', '建模', 'SPSS']",全职,4568862,12k-20k,1-3年,"职位描述：

岗位职责：
1、数据分析：深入挖掘和分析海量用户数据，提取用户特征和数据价值；
2、建立数据模型：根据数据特性和业务需求，建立大数据分析模型，并协助完成模型优化有算法更新；
3、应用分析结果：从数据分析结果中提取业务洞察；结合业务场景，总结业务规律、诊断现有业务，提出改进建议并提供决策支持；

任职要求：
1、一年以上数据分析工作经验，熟悉常用数据分析模型和数据挖掘工作；
2、具有应用数据挖掘并进行数据建模的经验；
3、本科以上学历，统计学、数学、运筹学、计算机等专业优先；
4、熟练使用R、Python等常用数据分析工具，熟练使用Hive、Sql等数据库工具，熟练使用Excel、PowerPoint等Office软件；
5、较高的数据敏感度和商业敏感度，逻辑清晰，较好的沟通协调能力，工作风格稳健；"
,成都,北京京东世纪贸易有限公司,京东集团,2000人以上,2018-05-21 10:19:56,武侯区,本科,"电子商务,数据服务",[],全职,4395837,15k-30k,3-5年,"职位描述：

任职要求：
1.本科以上学历，统计学、数学、计量分析、计算机等相关专业，有3年以上相关项目实践经验者优先；
2.熟练使用SQL，至少可以使用Python、R、SAS等专业分析软件进行建模或数据分析；
3.良好的沟通能力和表达能力，工作细致认真，有快速学习能力，能快速响应业务、产品迭代需求；
4.有对话机器人、自然语言处理相关经验从业者优先
岗位要求：
1.主导AI产品的数据模块的应用框架设计，底层模型的应用落地方案以及数据可视化方案
2.基于海量用户的咨询日志等数据，运用数据挖掘、机器学习的理论方法，进行用户画像及用户行为分析
3.基于既有数据分析与建模，从大量的数据中挖掘数据的价值用于提升AI产品
4.结合具体业务，寻求算法模型的优化方向，提出独立见解和解决方案，帮助团队解决实际问题"
['华阳'],成都,成都极娱网络科技有限公司,QuickSDK,15-50人,2018-05-21 15:05:15,高新区,本科,"移动互联网,企业服务","['游戏', '中级', '大数据']",全职,3918460,10k-20k,不限,"职位描述：

岗位职责： 1、理解业务和用户需求，通过大数据挖掘用户群体行为和属性特征，帮助业务更好的理解客户，服务精准化运营体系； 2、通过数据分析为公司运营决策、产品方向提供数据支持；
3、通过各类渠道获取市场/行业/竞对信息，利用数据分析和解读的能力，对业务做出合理的判断和趋势性的预判，输出高质量的行业报告。  任职要求： 1、数学、统计学、计算机专业本科及以上学历，2年以上游戏行业数据分析及建模相关经验；
2、产品和用户角度思维、熟悉从用户需求到产品方案的整个思考模式，有独特见解； 3、扎实的数据解读能力和良好的商业触觉，能快速对数据的深层次商业含义做出剖析，做深入的思考和关联。"
,成都,成都熙御网络科技有限公司,来一火火锅外送行家,150-500人,2018-05-15 17:00:39,高新区,本科,"移动互联网,O2O",[],全职,4574654,3k-5k,1-3年,"职位描述：

1、汇总销售数据，提供分类的报表及部门销售业绩的统计、查询、管理；
2、负责销售人员入职培训；
3、跨部门的沟通与协调，组织和安排销售相关会议；
4、负责营销文件的整理、保管及执行情况追踪与监督；
5、做好客户发货、换货、退货的管理与监管工作；
6、严守公司秘密，完成上级主管交办的其它工作。

任职要求：
1、 教育背景：大专及以上学历，市场营销或统计学相关专业优先；
2、专业知识或技能：具有良好的沟通协调能力；有责任心，做事细心、具有数据处理与分析能力，熟练使用excel，PPT；
3、工作经验：销售内勤相关岗位3年及以上工作经验；"
